code,plain_name,source
J2401,"Injection, chloroprocaine hydrochloride, per 1 mg",cms_hcpcs_l2
J2402,"Injection, chloroprocaine hydrochloride (clorotekal), per 1 mg",cms_hcpcs_l2
J2403,"Chloroprocaine hcl ophthalmic, 3% gel, 1 mg",cms_hcpcs_l2
J2404,"Injection, nicardipine, 0.1 mg",cms_hcpcs_l2
J2405,"Injection, ondansetron hydrochloride, per 1 mg",cms_hcpcs_l2
J2406,"Injection, oritavancin (kimyrsa), 10 mg",cms_hcpcs_l2
J2407,"Injection, oritavancin (orbactiv), 10 mg",cms_hcpcs_l2
J2410,"Injection, oxymorphone hcl, up to 1 mg",cms_hcpcs_l2
J2425,"Injection, palifermin, 50 micrograms",cms_hcpcs_l2
J2426,"Injection, paliperidone palmitate extended release (invega sustenna), 1 mg",cms_hcpcs_l2
J2427,"Injection, paliperidone palmitate extended release (invega hafyera, or invega",cms_hcpcs_l2
J2428,"Injection, paliperidone palmitate extended release (erzofri), 1 mg",cms_hcpcs_l2
J2430,"Injection, pamidronate disodium, per 30 mg",cms_hcpcs_l2
J2440,"Injection, papaverine hcl, up to 60 mg",cms_hcpcs_l2
J2460,"Injection, oxytetracycline hcl, up to 50 mg",cms_hcpcs_l2
J2468,"Injection, palonosetron hydrochloride (posfrea), 25 micrograms",cms_hcpcs_l2
J2469,"Injection, palonosetron hcl, 25 mcg",cms_hcpcs_l2
J2470,"Injection, pantoprazole sodium, 40 mg",cms_hcpcs_l2
J2471,"Injection, pantoprazole (hikma), not therapeutically equivalent to j2470, 40 mg",cms_hcpcs_l2
J2472,"Injection, pantoprazole sodium in sodium chloride (baxter), 40 mg",cms_hcpcs_l2
J2501,"Injection, paricalcitol, 1 mcg",cms_hcpcs_l2
J2502,"Injection, pasireotide long acting, 1 mg",cms_hcpcs_l2
J2503,"Injection, pegaptanib sodium, 0.3 mg",cms_hcpcs_l2
J2504,"Injection, pegademase bovine, 25 iu",cms_hcpcs_l2
J2505,"Injection, pegfilgrastim, 6 mg",cms_hcpcs_l2
J2506,"Injection, pegfilgrastim, excludes biosimilar, 0.5 mg",cms_hcpcs_l2
J2507,"Injection, pegloticase, 1 mg",cms_hcpcs_l2
J2508,"Injection, pegunigalsidase alfa-iwxj, 1 mg",cms_hcpcs_l2
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",cms_hcpcs_l2
J2513,"Injection, pentastarch, 10% solution, 100 ml",cms_hcpcs_l2
J2515,"Injection, pentobarbital sodium, per 50 mg",cms_hcpcs_l2
J2540,"Injection, penicillin g potassium, up to 600,000 units",cms_hcpcs_l2
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125",cms_hcpcs_l2
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product,",cms_hcpcs_l2
J2547,"Injection, peramivir, 1 mg",cms_hcpcs_l2
J2550,"Injection, promethazine hcl, up to 50 mg",cms_hcpcs_l2
J2560,"Injection, phenobarbital sodium, up to 120 mg",cms_hcpcs_l2
J2561,"Injection, phenobarbital sodium (sezaby), 1 mg",cms_hcpcs_l2
J2562,"Injection, plerixafor, 1 mg",cms_hcpcs_l2
J2590,"Injection, oxytocin, up to 10 units",cms_hcpcs_l2
J2597,"Injection, desmopressin acetate, per 1 mcg",cms_hcpcs_l2
J2598,"Injection, vasopressin, 1 unit",cms_hcpcs_l2
J2599,"Injection, vasopressin (american regent), not therapeutically equivalent to",cms_hcpcs_l2
J2601,"Injection, vasopressin (baxter), 1 unit",cms_hcpcs_l2
J2650,"Injection, prednisolone acetate, up to 1 ml",cms_hcpcs_l2
J2670,"Injection, tolazoline hcl, up to 25 mg",cms_hcpcs_l2
J2675,"Injection, progesterone, per 50 mg",cms_hcpcs_l2
J2679,"Injection, fluphenazine hcl, 1.25 mg",cms_hcpcs_l2
J2680,"Injection, fluphenazine decanoate, up to 25 mg",cms_hcpcs_l2
J2690,"Injection, procainamide hcl, up to 1 gm",cms_hcpcs_l2
J2700,"Injection, oxacillin sodium, up to 250 mg",cms_hcpcs_l2
J2704,"Injection, propofol, 10 mg",cms_hcpcs_l2
J2710,"Injection, neostigmine methylsulfate, up to 0.5 mg",cms_hcpcs_l2
J2720,"Injection, protamine sulfate, per 10 mg",cms_hcpcs_l2
J2724,"Injection, protein c concentrate, intravenous, human, 10 iu",cms_hcpcs_l2
J2725,"Injection, protirelin, per 250 mcg",cms_hcpcs_l2
J2730,"Injection, pralidoxime chloride, up to 1 gm",cms_hcpcs_l2
J2760,"Injection, phentolamine mesylate, up to 5 mg",cms_hcpcs_l2
J2765,"Injection, metoclopramide hcl, up to 10 mg",cms_hcpcs_l2
J2770,"Injection, quinupristin/dalfopristin, 500 mg (150/350)",cms_hcpcs_l2
J2777,"Injection, faricimab-svoa, 0.1 mg",cms_hcpcs_l2
J2778,"Injection, ranibizumab, 0.1 mg",cms_hcpcs_l2
J2779,"Injection, ranibizumab, via intravitreal implant (susvimo), 0.1 mg",cms_hcpcs_l2
J2780,"Injection, ranitidine hydrochloride, 25 mg",cms_hcpcs_l2
J2781,"Injection, pegcetacoplan, intravitreal, 1 mg",cms_hcpcs_l2
J2782,"Injection, avacincaptad pegol, 0.1 mg",cms_hcpcs_l2
J2783,"Injection, rasburicase, 0.5 mg",cms_hcpcs_l2
J2785,"Injection, regadenoson, 0.1 mg",cms_hcpcs_l2
J2786,"Injection, reslizumab, 1 mg",cms_hcpcs_l2
J2787,"Riboflavin 5'-phosphate, ophthalmic solution, up to 3 ml",cms_hcpcs_l2
J2788,"Injection, rho d immune globulin, human, minidose, 50 micrograms (250 i.u.)",cms_hcpcs_l2
J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",cms_hcpcs_l2
J2791,"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or",cms_hcpcs_l2
J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",cms_hcpcs_l2
J2793,"Injection, rilonacept, 1 mg",cms_hcpcs_l2
J2794,"Injection, risperidone (risperdal consta), 0.5 mg",cms_hcpcs_l2
J2795,"Injection, ropivacaine hydrochloride, 1 mg",cms_hcpcs_l2
J2796,"Injection, romiplostim, 10 micrograms",cms_hcpcs_l2
J2797,"Injection, rolapitant, 0.5 mg",cms_hcpcs_l2
J2798,"Injection, risperidone, (perseris), 0.5 mg",cms_hcpcs_l2
J2799,"Injection, risperidone (uzedy), 1 mg",cms_hcpcs_l2
J2800,"Injection, methocarbamol, up to 10 ml",cms_hcpcs_l2
J2801,"Injection, risperidone (rykindo), 0.5 mg",cms_hcpcs_l2
J2802,"Injection, romiplostim, 1 microgram",cms_hcpcs_l2
J2804,"Injection, rifampin, 1 mg",cms_hcpcs_l2
J2805,"Injection, sincalide, 5 micrograms",cms_hcpcs_l2
J2806,"Injection, sincalide (maia), not therapeutically equivalent to j2805, 5",cms_hcpcs_l2
J2810,"Injection, theophylline, per 40 mg",cms_hcpcs_l2
J2820,"Injection, sargramostim (gm-csf), 50 mcg",cms_hcpcs_l2
J2840,"Injection, sebelipase alfa, 1 mg",cms_hcpcs_l2
J2850,"Injection, secretin, synthetic, human, 1 microgram",cms_hcpcs_l2
J2860,"Injection, siltuximab, 10 mg",cms_hcpcs_l2
J2865,"Injection, sulfamethoxazole 5 mg and trimethoprim 1 mg",cms_hcpcs_l2
J2910,"Injection, aurothioglucose, up to 50 mg",cms_hcpcs_l2
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",cms_hcpcs_l2
J2919,"Injection, methylprednisolone sodium succinate, 5 mg",cms_hcpcs_l2
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",cms_hcpcs_l2
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",cms_hcpcs_l2
J2940,"Injection, somatrem, 1 mg",cms_hcpcs_l2
J2941,"Injection, somatropin, 1 mg",cms_hcpcs_l2
J2950,"Injection, promazine hcl, up to 25 mg",cms_hcpcs_l2
J2993,"Injection, reteplase, 18.1 mg",cms_hcpcs_l2
J2995,"Injection, streptokinase, per 250,000 iu",cms_hcpcs_l2
J2997,"Injection, alteplase recombinant, 1 mg",cms_hcpcs_l2
J2998,"Injection, plasminogen, human-tvmh, 1 mg",cms_hcpcs_l2
J3000,"Injection, streptomycin, up to 1 gm",cms_hcpcs_l2
J3010,"Injection, fentanyl citrate, 0.1 mg",cms_hcpcs_l2
J3030,"Injection, sumatriptan succinate, 6 mg (code may be used for medicare when drug",cms_hcpcs_l2
J3031,"Injection, fremanezumab-vfrm, 1 mg (code may be used for medicare when drug",cms_hcpcs_l2
J3032,"Injection, eptinezumab-jjmr, 1 mg",cms_hcpcs_l2
J3055,"Injection, talquetamab-tgvs, 0.25 mg",cms_hcpcs_l2
J3060,"Injection, taliglucerase alfa, 10 units",cms_hcpcs_l2
J3070,"Injection, pentazocine, 30 mg",cms_hcpcs_l2
J3090,"Injection, tedizolid phosphate, 1 mg",cms_hcpcs_l2
J3095,"Injection, telavancin, 10 mg",cms_hcpcs_l2
J3101,"Injection, tenecteplase, 1 mg",cms_hcpcs_l2
J3105,"Injection, terbutaline sulfate, up to 1 mg",cms_hcpcs_l2
J3110,"Injection, teriparatide, 10 mcg",cms_hcpcs_l2
J3111,"Injection, romosozumab-aqqg, 1 mg",cms_hcpcs_l2
J3120,"Injection, testosterone enanthate, up to 100 mg",cms_hcpcs_l2
J3121,"Injection, testosterone enanthate, 1 mg",cms_hcpcs_l2
J3130,"Injection, testosterone enanthate, up to 200 mg",cms_hcpcs_l2
J3140,"Injection, testosterone suspension, up to 50 mg",cms_hcpcs_l2
J3145,"Injection, testosterone undecanoate, 1 mg",cms_hcpcs_l2
J3150,"Injection, testosterone propionate, up to 100 mg",cms_hcpcs_l2
J3230,"Injection, chlorpromazine hcl, up to 50 mg",cms_hcpcs_l2
J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",cms_hcpcs_l2
J3241,"Injection, teprotumumab-trbw, 10 mg",cms_hcpcs_l2
J3243,"Injection, tigecycline, 1 mg",cms_hcpcs_l2
J3244,"Injection, tigecycline (accord), not therapeutically equivalent to j3243, 1 mg",cms_hcpcs_l2
J3245,"Injection, tildrakizumab, 1 mg",cms_hcpcs_l2
J3246,"Injection, tirofiban hcl, 0.25 mg",cms_hcpcs_l2
J3247,"Injection, secukinumab, intravenous, 1 mg",cms_hcpcs_l2
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",cms_hcpcs_l2
J3260,"Injection, tobramycin sulfate, up to 80 mg",cms_hcpcs_l2
J3262,"Injection, tocilizumab, 1 mg",cms_hcpcs_l2
J3263,"Injection, toripalimab-tpzi, 1 mg",cms_hcpcs_l2
J3265,"Injection, torsemide, 10 mg/ml",cms_hcpcs_l2
J3280,"Injection, thiethylperazine maleate, up to 10 mg",cms_hcpcs_l2
J3285,"Injection, treprostinil, 1 mg",cms_hcpcs_l2
J3299,"Injection, triamcinolone acetonide (xipere), 1 mg",cms_hcpcs_l2
J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",cms_hcpcs_l2
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",cms_hcpcs_l2
J3302,"Injection, triamcinolone diacetate, per 5 mg",cms_hcpcs_l2
J3303,"Injection, triamcinolone hexacetonide, per 5 mg",cms_hcpcs_l2
J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release,",cms_hcpcs_l2
J3305,"Injection, trimetrexate glucuronate, per 25 mg",cms_hcpcs_l2
J3310,"Injection, perphenazine, up to 5 mg",cms_hcpcs_l2
J3315,"Injection, triptorelin pamoate, 3.75 mg",cms_hcpcs_l2
J3316,"Injection, triptorelin, extended-release, 3.75 mg",cms_hcpcs_l2
J3320,"Injection, spectinomycin dihydrochloride, up to 2 gm",cms_hcpcs_l2
J3350,"Injection, urea, up to 40 gm",cms_hcpcs_l2
J3355,"Injection, urofollitropin, 75 iu",cms_hcpcs_l2
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",cms_hcpcs_l2
J3358,"Ustekinumab, for intravenous injection, 1 mg",cms_hcpcs_l2
J3360,"Injection, diazepam, up to 5 mg",cms_hcpcs_l2
J3364,"Injection, urokinase, 5000 iu vial",cms_hcpcs_l2
J3365,"Injection, iv, urokinase, 250,000 i.u. vial",cms_hcpcs_l2
J3370,"Injection, vancomycin hcl, 500 mg",cms_hcpcs_l2
J3371,"Injection, vancomycin hcl (mylan), not therapeutically equivalent to j3370, 500",cms_hcpcs_l2
J3372,"Injection, vancomycin hcl (xellia), not therapeutically equivalent to j3370,",cms_hcpcs_l2
J3373,"Injection, vancomycin hydrochloride, 10 mg",cms_hcpcs_l2
J3374,"Injection, vancomycin hydrochloride (mylan) not therapeutically equivalent to",cms_hcpcs_l2
J3375,"Injection, vancomycin hydrochloride (xellia), not therapeutically equivalent to",cms_hcpcs_l2
J3380,"Injection, vedolizumab, intravenous, 1 mg",cms_hcpcs_l2
J3385,"Injection, velaglucerase alfa, 100 units",cms_hcpcs_l2
J3391,"Injection, atidarsagene autotemcel, per treatment",cms_hcpcs_l2
J3392,"Injection, exagamglogene autotemcel, per treatment",cms_hcpcs_l2
J3393,"Injection, betibeglogene autotemcel, per treatment",cms_hcpcs_l2
J3394,"Injection, lovotibeglogene autotemcel, per treatment",cms_hcpcs_l2
J3396,"Injection, verteporfin, 0.1 mg",cms_hcpcs_l2
J3397,"Injection, vestronidase alfa-vjbk, 1 mg",cms_hcpcs_l2
J3398,"Injection, voretigene neparvovec-rzyl, 1 billion vector genomes",cms_hcpcs_l2
J3399,"Injection, onasemnogene abeparvovec-xioi, per treatment, up to 5x10^15 vector",cms_hcpcs_l2
J3400,"Injection, triflupromazine hcl, up to 20 mg",cms_hcpcs_l2
J3401,"Beremagene geperpavec-svdt for topical administration, containing nominal 5 x",cms_hcpcs_l2
J3410,"Injection, hydroxyzine hcl, up to 25 mg",cms_hcpcs_l2
J3411,"Injection, thiamine hcl, 100 mg",cms_hcpcs_l2
J3415,"Injection, pyridoxine hcl, 100 mg",cms_hcpcs_l2
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",cms_hcpcs_l2
J3424,"Injection, hydroxocobalamin, intravenous, 25 mg",cms_hcpcs_l2
J3425,"Injection, hydroxocobalamin, intramuscular, 10 mcg",cms_hcpcs_l2
J3430,"Injection, phytonadione (vitamin k), per 1 mg",cms_hcpcs_l2
J3465,"Injection, voriconazole, 10 mg",cms_hcpcs_l2
J3470,"Injection, hyaluronidase, up to 150 units",cms_hcpcs_l2
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999",cms_hcpcs_l2
J3472,"Injection, hyaluronidase, ovine, preservative free, per 1000 usp units",cms_hcpcs_l2
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",cms_hcpcs_l2
J3475,"Injection, magnesium sulfate, per 500 mg",cms_hcpcs_l2
J3480,"Injection, potassium chloride, per 2 meq",cms_hcpcs_l2
J3485,"Injection, zidovudine, 10 mg",cms_hcpcs_l2
J3486,"Injection, ziprasidone mesylate, 10 mg",cms_hcpcs_l2
J3489,"Injection, zoledronic acid, 1 mg",cms_hcpcs_l2
J3490,Unclassified drugs,cms_hcpcs_l2
J3520,"Edetate disodium, per 150 mg",cms_hcpcs_l2
J3530,Nasal vaccine inhalation,cms_hcpcs_l2
J3535,Drug administered through a metered dose inhaler,cms_hcpcs_l2
J3570,"Laetrile, amygdalin, vitamin b17",cms_hcpcs_l2
J3590,Unclassified biologics,cms_hcpcs_l2
J3591,Unclassified drug or biological used for esrd on dialysis,cms_hcpcs_l2
J7030,"Infusion, normal saline solution , 1000 cc",cms_hcpcs_l2
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",cms_hcpcs_l2
J7042,5% dextrose/normal saline (500 ml = 1 unit),cms_hcpcs_l2
J7050,"Infusion, normal saline solution, 250 cc",cms_hcpcs_l2
J7060,5% dextrose/water (500 ml = 1 unit),cms_hcpcs_l2
J7070,"Infusion, d5w, 1000 cc",cms_hcpcs_l2
J7100,"Infusion, dextran 40, 500 ml",cms_hcpcs_l2
J7110,"Infusion, dextran 75, 500 ml",cms_hcpcs_l2
J7120,"Ringers lactate infusion, up to 1000 cc",cms_hcpcs_l2
J7121,"5% dextrose in lactated ringers infusion, up to 1000 cc",cms_hcpcs_l2
J7131,"Hypertonic saline solution, 1 ml",cms_hcpcs_l2
J7165,"Injection, prothrombin complex concentrate, human-lans, per i.u. of factor ix",cms_hcpcs_l2
J7168,"Prothrombin complex concentrate (human), kcentra, per i.u. of factor ix activity",cms_hcpcs_l2
J7169,"Injection, coagulation factor xa (recombinant), inactivated-zhzo (andexxa), 10",cms_hcpcs_l2
J7170,"Injection, emicizumab-kxwh, 0.5 mg",cms_hcpcs_l2
J7171,"Injection, adamts13, recombinant-krhn, 10 iu",cms_hcpcs_l2
J7172,"Injection, marstacimab-hncq, 0.5 mg",cms_hcpcs_l2
J7175,"Injection, factor x, (human), 1 i.u.",cms_hcpcs_l2
J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg",cms_hcpcs_l2
J7178,"Injection, human fibrinogen concentrate, not otherwise specified, 1 mg",cms_hcpcs_l2
J7179,"Injection, von willebrand factor (recombinant), (vonvendi), 1 i.u. vwf:rco",cms_hcpcs_l2
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",cms_hcpcs_l2
J7181,"Injection, factor xiii a-subunit, (recombinant), per iu",cms_hcpcs_l2
J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per",cms_hcpcs_l2
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",cms_hcpcs_l2
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",cms_hcpcs_l2
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human),",cms_hcpcs_l2
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",cms_hcpcs_l2
J7188,"Injection, factor viii (antihemophilic factor, recombinant), (obizur), per i.u.",cms_hcpcs_l2
J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",cms_hcpcs_l2
J7190,"Factor viii (antihemophilic factor, human) per i.u.",cms_hcpcs_l2
J7191,"Factor viii (antihemophilic factor (porcine)), per i.u.",cms_hcpcs_l2
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise",cms_hcpcs_l2
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",cms_hcpcs_l2
J7194,"Factor ix, complex, per i.u.",cms_hcpcs_l2
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise",cms_hcpcs_l2
J7196,"Injection, antithrombin recombinant, 50 i.u.",cms_hcpcs_l2
J7197,"Antithrombin iii (human), per i.u.",cms_hcpcs_l2
J7198,"Anti-inhibitor, per i.u.",cms_hcpcs_l2
J7199,"Hemophilia clotting factor, not otherwise classified",cms_hcpcs_l2
J7200,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",cms_hcpcs_l2
J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",cms_hcpcs_l2
J7202,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",cms_hcpcs_l2
J7203,"Injection factor ix, (antihemophilic factor, recombinant), glycopegylated,",cms_hcpcs_l2
J7204,"Injection, factor viii, antihemophilic factor (recombinant), (esperoct),",cms_hcpcs_l2
J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",cms_hcpcs_l2
J7207,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated, 1 i.u.",cms_hcpcs_l2
J7208,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl,",cms_hcpcs_l2
J7209,"Injection, factor viii, (antihemophilic factor, recombinant), (nuwiq), 1 i.u.",cms_hcpcs_l2
J7210,"Injection, factor viii, (antihemophilic factor, recombinant), (afstyla), 1 i.u.",cms_hcpcs_l2
J7211,"Injection, factor viii, (antihemophilic factor, recombinant), (kovaltry), 1 i.u.",cms_hcpcs_l2
J7212,"Factor viia (antihemophilic factor, recombinant)-jncw (sevenfact), 1 microgram",cms_hcpcs_l2
J7213,"Injection, coagulation factor ix (recombinant), ixinity, 1 i.u.",cms_hcpcs_l2
J7214,"Injection, factor viii/von willebrand factor complex, recombinant (altuviiio),",cms_hcpcs_l2
J7294,"Segesterone acetate and ethinyl estradiol 0.15mg, 0.013mg per 24 hours; yearly",cms_hcpcs_l2
J7295,"Ethinyl estradiol and etonogestrel 0.015mg, 0.12mg per 24 hours; monthly",cms_hcpcs_l2
J7296,"Levonorgestrel-releasing intrauterine contraceptive system, (kyleena), 19.5 mg",cms_hcpcs_l2
J7297,"Levonorgestrel-releasing intrauterine contraceptive system (liletta), 52 mg",cms_hcpcs_l2
J7298,"Levonorgestrel-releasing intrauterine contraceptive system (mirena), 52 mg",cms_hcpcs_l2
J7300,Intrauterine copper contraceptive,cms_hcpcs_l2
J7301,"Levonorgestrel-releasing intrauterine contraceptive system (skyla), 13.5 mg",cms_hcpcs_l2
J7302,"Levonorgestrel-releasing intrauterine contraceptive system, 52 mg",cms_hcpcs_l2
J7303,"Contraceptive supply, hormone containing vaginal ring, each",cms_hcpcs_l2
J7304,"Contraceptive supply, hormone containing patch, each",cms_hcpcs_l2
J7306,"Levonorgestrel (contraceptive) implant system, including implants and supplies",cms_hcpcs_l2
J7307,"Etonogestrel (contraceptive) implant system, including implant and supplies",cms_hcpcs_l2
J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage",cms_hcpcs_l2
J7309,"Methyl aminolevulinate (mal) for topical administration, 16.8%, 1 gram",cms_hcpcs_l2
J7310,"Ganciclovir, 4.5 mg, long-acting implant",cms_hcpcs_l2
J7311,"Injection, fluocinolone acetonide, intravitreal implant (retisert), 0.01 mg",cms_hcpcs_l2
J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",cms_hcpcs_l2
J7313,"Injection, fluocinolone acetonide, intravitreal implant (iluvien), 0.01 mg",cms_hcpcs_l2
J7314,"Injection, fluocinolone acetonide, intravitreal implant (yutiq), 0.01 mg",cms_hcpcs_l2
J7315,"Mitomycin, ophthalmic, 0.2 mg",cms_hcpcs_l2
J7316,"Injection, ocriplasmin, 0.125 mg",cms_hcpcs_l2
J7318,"Hyaluronan or derivative, durolane, for intra-articular injection, 1 mg",cms_hcpcs_l2
J7320,"Hyaluronan or derivitive, genvisc 850, for intra-articular injection, 1 mg",cms_hcpcs_l2
J7321,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular",cms_hcpcs_l2
J7322,"Hyaluronan or derivative, hymovis, for intra-articular injection, 1 mg",cms_hcpcs_l2
J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",cms_hcpcs_l2
J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",cms_hcpcs_l2
J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular",cms_hcpcs_l2
J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",cms_hcpcs_l2
J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",cms_hcpcs_l2
J7328,"Hyaluronan or derivative, gelsyn-3, for intra-articular injection, 0.1 mg",cms_hcpcs_l2
J7329,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg",cms_hcpcs_l2
J7330,"Autologous cultured chondrocytes, implant",cms_hcpcs_l2
J7331,"Hyaluronan or derivative, synojoynt, for intra-articular injection, 1 mg",cms_hcpcs_l2
J7332,"Hyaluronan or derivative, triluron, for intra-articular injection, 1 mg",cms_hcpcs_l2
J7333,"Hyaluronan or derivative, visco-3, for intra-articular injection, per dose",cms_hcpcs_l2
J7335,"Capsaicin 8% patch, per 10 square centimeters",cms_hcpcs_l2
J7336,"Capsaicin 8% patch, per square centimeter",cms_hcpcs_l2
J7340,"Carbidopa 5 mg/levodopa 20 mg enteral suspension, 100 ml",cms_hcpcs_l2
J7342,"Instillation, ciprofloxacin otic suspension, 6 mg",cms_hcpcs_l2
J7345,"Aminolevulinic acid hcl for topical administration, 10% gel, 10 mg",cms_hcpcs_l2
J7351,"Injection, bimatoprost, intracameral implant, 1 microgram",cms_hcpcs_l2
J7352,"Afamelanotide implant, 1 mg",cms_hcpcs_l2
J7353,"Anacaulase-bcdb, 8.8% gel, 1 gram",cms_hcpcs_l2
J7354,"Cantharidin for topical administration, 0.7%, single unit dose applicator (3.2",cms_hcpcs_l2
J7355,"Injection, travoprost, intracameral implant, 1 microgram",cms_hcpcs_l2
J7356,"Injection, foscarbidopa 0.25 mg/foslevodopa 5 mg",cms_hcpcs_l2
J7401,"Mometasone furoate sinus implant, 10 micrograms",cms_hcpcs_l2
J7402,"Mometasone furoate sinus implant, (sinuva), 10 micrograms",cms_hcpcs_l2
J7500,"Azathioprine, oral, 50 mg",cms_hcpcs_l2
J7501,"Azathioprine, parenteral, 100 mg",cms_hcpcs_l2
J7502,"Cyclosporine, oral, 100 mg",cms_hcpcs_l2
J7503,"Tacrolimus, extended release, (envarsus xr), oral, 0.25 mg",cms_hcpcs_l2
J7504,"Lymphocyte immune globulin, antithymocyte globulin, equine, parenteral, 250 mg",cms_hcpcs_l2
J7505,"Muromonab-cd3, parenteral, 5 mg",cms_hcpcs_l2
J7506,"Prednisone, oral, per 5 mg",cms_hcpcs_l2
J7507,"Tacrolimus, immediate release, oral, 1 mg",cms_hcpcs_l2
J7508,"Tacrolimus, extended release, (astagraf xl), oral, 0.1 mg",cms_hcpcs_l2
J7509,"Methylprednisolone oral, per 4 mg",cms_hcpcs_l2
J7510,"Prednisolone oral, per 5 mg",cms_hcpcs_l2
J7511,"Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",cms_hcpcs_l2
J7512,"Prednisone, immediate release or delayed release, oral, 1 mg",cms_hcpcs_l2
J7513,"Daclizumab, parenteral, 25 mg",cms_hcpcs_l2
J7514,"Mycophenolate mofetil (myhibbin), oral suspension, 100 mg",cms_hcpcs_l2
J7515,"Cyclosporine, oral, 25 mg",cms_hcpcs_l2
J7516,"Injection, cyclosporine, 250 mg",cms_hcpcs_l2
J7517,"Mycophenolate mofetil, oral, 250 mg",cms_hcpcs_l2
J7518,"Mycophenolic acid, oral, 180 mg",cms_hcpcs_l2
J7519,"Injection, mycophenolate mofetil, 10 mg",cms_hcpcs_l2
J7520,"Sirolimus, oral, 1 mg",cms_hcpcs_l2
J7521,"Tacrolimus, granules, oral suspension, 0.1 mg",cms_hcpcs_l2
J7525,"Tacrolimus, parenteral, 5 mg",cms_hcpcs_l2
J7527,"Everolimus, oral, 0.25 mg",cms_hcpcs_l2
J7599,"Immunosuppressive drug, not otherwise classified",cms_hcpcs_l2
J7601,"Ensifentrine, inhalation suspension, fda approved final product,",cms_hcpcs_l2
J7604,"Acetylcysteine, inhalation solution, compounded product, administered through",cms_hcpcs_l2
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded,",cms_hcpcs_l2
J7606,"Formoterol fumarate, inhalation solution, fda approved final product,",cms_hcpcs_l2
J7607,"Levalbuterol, inhalation solution, compounded product, administered through",cms_hcpcs_l2
J7608,"Acetylcysteine, inhalation solution, fda-approved final product,",cms_hcpcs_l2
J7609,"Albuterol, inhalation solution, compounded product, administered through dme,",cms_hcpcs_l2
J7610,"Albuterol, inhalation solution, compounded product, administered through dme,",cms_hcpcs_l2
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded,",cms_hcpcs_l2
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded,",cms_hcpcs_l2
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded,",cms_hcpcs_l2
