code,plain_name,source
E2614,"Positioning wheelchair back cushion, posterior, width 22 inches or greater, any",cms_hcpcs_l2
E2615,"Positioning wheelchair back cushion, posterior-lateral, width less than 22",cms_hcpcs_l2
E2616,"Positioning wheelchair back cushion, posterior-lateral, width 22 inches or",cms_hcpcs_l2
E2617,"Custom fabricated wheelchair back cushion, any size, including any type",cms_hcpcs_l2
E2619,"Replacement cover for wheelchair seat cushion or back cushion, each",cms_hcpcs_l2
E2620,"Positioning wheelchair back cushion, planar back with lateral supports, width",cms_hcpcs_l2
E2621,"Positioning wheelchair back cushion, planar back with lateral supports, width",cms_hcpcs_l2
E2622,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches,",cms_hcpcs_l2
E2623,"Skin protection wheelchair seat cushion, adjustable, width 22 inches or",cms_hcpcs_l2
E2624,"Skin protection and positioning wheelchair seat cushion, adjustable, width less",cms_hcpcs_l2
E2625,"Skin protection and positioning wheelchair seat cushion, adjustable, width 22",cms_hcpcs_l2
E2626,"Wheelchair accessory, shoulder elbow, mobile arm support attached to",cms_hcpcs_l2
E2627,"Wheelchair accessory, shoulder elbow, mobile arm support attached to",cms_hcpcs_l2
E2628,"Wheelchair accessory, shoulder elbow, mobile arm support attached to",cms_hcpcs_l2
E2629,"Wheelchair accessory, shoulder elbow, mobile arm support attached to",cms_hcpcs_l2
E2630,"Wheelchair accessory, shoulder elbow, mobile arm support, monosuspension arm",cms_hcpcs_l2
E2631,"Wheelchair accessory, addition to mobile arm support, elevating proximal arm",cms_hcpcs_l2
E2632,"Wheelchair accessory, addition to mobile arm support, offset or lateral rocker",cms_hcpcs_l2
E2633,"Wheelchair accessory, addition to mobile arm support, supinator",cms_hcpcs_l2
E3000,"Speech volume modulation system, any type, including all components and",cms_hcpcs_l2
E3200,"Gait modulation system, rhythmic auditory stimulation, including restricted",cms_hcpcs_l2
E8000,"Gait trainer, pediatric size, posterior support, includes all accessories and",cms_hcpcs_l2
E8001,"Gait trainer, pediatric size, upright support, includes all accessories and",cms_hcpcs_l2
E8002,"Gait trainer, pediatric size, anterior support, includes all accessories and",cms_hcpcs_l2
G0008,Administration of influenza virus vaccine,cms_hcpcs_l2
G0009,Administration of pneumococcal vaccine,cms_hcpcs_l2
G0010,Administration of hepatitis b vaccine,cms_hcpcs_l2
G0011,Individual counseling for pre-exposure prophylaxis (prep) by physician or,cms_hcpcs_l2
G0012,"Injection of pre-exposure prophylaxis (prep) drug for hiv prevention, under",cms_hcpcs_l2
G0013,Individual counseling for pre-exposure prophylaxis (prep) by clinical staff to,cms_hcpcs_l2
G0017,Psychotherapy for crisis furnished in an applicable site of service (any place,cms_hcpcs_l2
G0018,Psychotherapy for crisis furnished in an applicable site of service (any place,cms_hcpcs_l2
G0019,Community health integration services performed by certified or trained,cms_hcpcs_l2
G0022,"Community health integration services, each additional 30 minutes per calendar",cms_hcpcs_l2
G0023,Principal illness navigation services by certified or trained auxiliary,cms_hcpcs_l2
G0024,"Principal illness navigation services, additional 30 minutes per calendar month",cms_hcpcs_l2
G0027,Semen analysis; presence and/or motility of sperm excluding huhner,cms_hcpcs_l2
G0028,"Documentation of medical reason(s) for not screening for tobacco use (e.g.,",cms_hcpcs_l2
G0029,Tobacco screening not performed or tobacco cessation intervention not provided,cms_hcpcs_l2
G0030,Patient screened for tobacco use and received tobacco cessation intervention,cms_hcpcs_l2
G0031,Palliative care services given to patient any time during the measurement period,cms_hcpcs_l2
G0032,Two or more antipsychotic prescriptions ordered for patients who had a,cms_hcpcs_l2
G0033,Two or more benzodiazepine prescriptions ordered for patients who had a,cms_hcpcs_l2
G0034,Patients receiving palliative care during the measurement period,cms_hcpcs_l2
G0035,Patient has any emergency department encounter during the performance period,cms_hcpcs_l2
G0036,Patient or care partner decline assessment,cms_hcpcs_l2
G0037,"On date of encounter, patient is not able to participate in assessment or",cms_hcpcs_l2
G0038,Clinician determines patient does not require referral,cms_hcpcs_l2
G0039,"Patient not referred, reason not otherwise specified",cms_hcpcs_l2
G0040,Patient already receiving physical/occupational/speech/recreational therapy,cms_hcpcs_l2
G0041,Patient and/or care partner decline referral,cms_hcpcs_l2
G0042,"Referral to physical, occupational, speech, or recreational therapy",cms_hcpcs_l2
G0043,Patients with mechanical prosthetic heart valve,cms_hcpcs_l2
G0044,Patients with moderate or severe mitral stenosis,cms_hcpcs_l2
G0045,Clinical follow-up and mrs score assessed at 90 days following endovascular,cms_hcpcs_l2
G0046,Clinical follow-up and mrs score not assessed at 90 days following endovascular,cms_hcpcs_l2
G0047,Pediatric patient with minor blunt head trauma and pecarn prediction criteria,cms_hcpcs_l2
G0048,Patients who receive palliative care services any time during the intake period,cms_hcpcs_l2
G0049,With maintenance hemodialysis (in-center and home hd) for the complete,cms_hcpcs_l2
G0050,Patients with a catheter that have limited life expectancy,cms_hcpcs_l2
G0051,Patients under hospice care in the current reporting month,cms_hcpcs_l2
G0052,Patients on peritoneal dialysis for any portion of the reporting month,cms_hcpcs_l2
G0053,Advancing rheumatology patient care mips value pathways,cms_hcpcs_l2
G0054,Coordinating stroke care to promote prevention and cultivate positive outcomes,cms_hcpcs_l2
G0055,Advancing care for heart disease mips value pathways,cms_hcpcs_l2
G0056,Optimizing chronic disease management mips value pathways,cms_hcpcs_l2
G0057,Proposed adopting best practices and promoting patient safety within emergency,cms_hcpcs_l2
G0058,Improving care for lower extremity joint repair mips value pathways,cms_hcpcs_l2
G0059,Patient safety and support of positive experiences with anesthesia mips value,cms_hcpcs_l2
G0060,Allergy/immunology mips specialty set,cms_hcpcs_l2
G0061,Anesthesiology mips specialty set,cms_hcpcs_l2
G0062,Audiology mips specialty set,cms_hcpcs_l2
G0063,Cardiology mips specialty set,cms_hcpcs_l2
G0064,Certified nurse midwife mips specialty set,cms_hcpcs_l2
G0065,Chiropractic medicine mips specialty set,cms_hcpcs_l2
G0066,Clinical social work mips specialty set,cms_hcpcs_l2
G0067,Dentistry mips specialty set,cms_hcpcs_l2
G0068,"Professional services for the administration of anti-infective, pain",cms_hcpcs_l2
G0069,Professional services for the administration of subcutaneous immunotherapy or,cms_hcpcs_l2
G0070,Professional services for the administration of intravenous chemotherapy or,cms_hcpcs_l2
G0071,Payment for communication technology-based services for 5 minutes or more of a,cms_hcpcs_l2
G0076,Brief (20 minutes) care management home visit for a new patient. for use only,cms_hcpcs_l2
G0077,Limited (30 minutes) care management home visit for a new patient. for use only,cms_hcpcs_l2
G0078,Moderate (45 minutes) care management home visit for a new patient. for use,cms_hcpcs_l2
G0079,Comprehensive (60 minutes) care management home visit for a new patient. for,cms_hcpcs_l2
G0080,Extensive (75 minutes) care management home visit for a new patient. for use,cms_hcpcs_l2
G0081,Brief (20 minutes) care management home visit for an existing patient. for use,cms_hcpcs_l2
G0082,Limited (30 minutes) care management home visit for an existing patient. for,cms_hcpcs_l2
G0083,Moderate (45 minutes) care management home visit for an existing patient. for,cms_hcpcs_l2
G0084,Comprehensive (60 minutes) care management home visit for an existing patient.,cms_hcpcs_l2
G0085,Extensive (75 minutes) care management home visit for an existing patient. for,cms_hcpcs_l2
G0086,Limited (30 minutes) care management home care plan oversight. for use only in,cms_hcpcs_l2
G0087,Comprehensive (60 minutes) care management home care plan oversight. for use,cms_hcpcs_l2
G0088,"Professional services, initial visit, for the administration of anti-infective,",cms_hcpcs_l2
G0089,"Professional services, initial visit, for the administration of subcutaneous",cms_hcpcs_l2
G0090,"Professional services, initial visit, for the administration of intravenous",cms_hcpcs_l2
G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,cms_hcpcs_l2
G0102,Prostate cancer screening; digital rectal examination,cms_hcpcs_l2
G0103,Prostate cancer screening; prostate specific antigen test (psa),cms_hcpcs_l2
G0104,Colorectal cancer screening; flexible sigmoidoscopy,cms_hcpcs_l2
G0105,Colorectal cancer screening; colonoscopy on individual at high risk,cms_hcpcs_l2
G0106,"Colorectal cancer screening; alternative to g0104, screening sigmoidoscopy,",cms_hcpcs_l2
G0108,"Diabetes outpatient self-management training services, individual, per 30",cms_hcpcs_l2
G0109,"Diabetes outpatient self-management training services, group session (2 or",cms_hcpcs_l2
G0117,Glaucoma screening for high risk patients furnished by an optometrist or,cms_hcpcs_l2
G0118,Glaucoma screening for high risk patient furnished under the direct supervision,cms_hcpcs_l2
G0120,"Colorectal cancer screening; alternative to g0105, screening colonoscopy,",cms_hcpcs_l2
G0121,Colorectal cancer screening; colonoscopy on individual not meeting criteria for,cms_hcpcs_l2
G0122,Colorectal cancer screening; barium enema,cms_hcpcs_l2
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected",cms_hcpcs_l2
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected",cms_hcpcs_l2
G0127,"Trimming of dystrophic nails, any number",cms_hcpcs_l2
G0128,Direct (face-to-face with patient) skilled nursing services of a registered,cms_hcpcs_l2
G0129,Occupational therapy services requiring the skills of a qualified occupational,cms_hcpcs_l2
G0130,"Single energy x-ray absorptiometry (sexa) bone density study, one or more",cms_hcpcs_l2
G0136,"Administration of a standardized, evidence-based social determinants of health",cms_hcpcs_l2
G0137,"Intensive outpatient services; weekly bundle, minimum of 9 services over a 7",cms_hcpcs_l2
G0138,"Intravenous infusion of cipaglucosidase alfa-atga, including provider/supplier",cms_hcpcs_l2
G0140,Principal illness navigation - peer support by certified or trained auxiliary,cms_hcpcs_l2
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated",cms_hcpcs_l2
G0143,"Screening cytopathology, cervical or vaginal (any reporting system), collected",cms_hcpcs_l2
G0144,"Screening cytopathology, cervical or vaginal (any reporting system), collected",cms_hcpcs_l2
G0145,"Screening cytopathology, cervical or vaginal (any reporting system), collected",cms_hcpcs_l2
G0146,"Principal illness navigation - peer support, additional 30 minutes per calendar",cms_hcpcs_l2
G0147,"Screening cytopathology smears, cervical or vaginal, performed by automated",cms_hcpcs_l2
G0148,"Screening cytopathology smears, cervical or vaginal, performed by automated",cms_hcpcs_l2
G0151,Services performed by a qualified physical therapist in the home health or,cms_hcpcs_l2
G0152,Services performed by a qualified occupational therapist in the home health or,cms_hcpcs_l2
G0153,Services performed by a qualified speech-language pathologist in the home,cms_hcpcs_l2
G0154,Direct skilled nursing services of a licensed nurse (lpn or rn) in the home,cms_hcpcs_l2
G0155,"Services of clinical social worker in home health or hospice settings, each 15",cms_hcpcs_l2
G0156,"Services of home health/hospice aide in home health or hospice settings, each",cms_hcpcs_l2
G0157,Services performed by a qualified physical therapist assistant in the home,cms_hcpcs_l2
G0158,Services performed by a qualified occupational therapist assistant in the home,cms_hcpcs_l2
G0159,"Services performed by a qualified physical therapist, in the home health",cms_hcpcs_l2
G0160,"Services performed by a qualified occupational therapist, in the home health",cms_hcpcs_l2
G0161,"Services performed by a qualified speech-language pathologist, in the home",cms_hcpcs_l2
G0162,Skilled services by a registered nurse (rn) for management and evaluation of,cms_hcpcs_l2
G0163,Skilled services of a licensed nurse (lpn or rn) for the observation and,cms_hcpcs_l2
G0164,"Skilled services of a licensed nurse (lpn or rn), in the training and/or",cms_hcpcs_l2
G0166,"External counterpulsation, per treatment session",cms_hcpcs_l2
G0168,Wound closure utilizing tissue adhesive(s) only,cms_hcpcs_l2
G0173,"Linear accelerator based stereotactic radiosurgery, complete course of therapy",cms_hcpcs_l2
G0175,Scheduled interdisciplinary team conference (minimum of three exclusive of,cms_hcpcs_l2
G0176,"Activity therapy, such as music, dance, art or play therapies not for",cms_hcpcs_l2
G0177,Training and educational services related to the care and treatment of,cms_hcpcs_l2
G0179,Physician or allowed practitioner re-certification for medicare-covered home,cms_hcpcs_l2
G0180,Physician or allowed practitioner certification for medicare-covered home,cms_hcpcs_l2
G0181,Physician or allowed practitioner supervision of a patient receiving,cms_hcpcs_l2
G0182,Physician supervision of a patient under a medicare-approved hospice (patient,cms_hcpcs_l2
G0183,"Quantitative software measurements of cardiac volume, cardiac chambers volumes",cms_hcpcs_l2
G0186,"Destruction of localized lesion of choroid (for example, choroidal",cms_hcpcs_l2
G0202,"Screening mammography, bilateral (2-view study of each breast), including",cms_hcpcs_l2
G0204,"Diagnostic mammography, including computer-aided detection (cad) when",cms_hcpcs_l2
G0206,"Diagnostic mammography, including computer-aided detection (cad) when",cms_hcpcs_l2
G0219,Pet imaging whole body; melanoma for non-covered indications,cms_hcpcs_l2
G0235,"Pet imaging, any site, not otherwise specified",cms_hcpcs_l2
G0237,Therapeutic procedures to increase strength or endurance of respiratory,cms_hcpcs_l2
G0238,"Therapeutic procedures to improve respiratory function, other than described by",cms_hcpcs_l2
G0239,Therapeutic procedures to improve respiratory function or increase strength or,cms_hcpcs_l2
G0245,Initial physician evaluation and management of a diabetic patient with diabetic,cms_hcpcs_l2
G0246,Follow-up physician evaluation and management of a diabetic patient with,cms_hcpcs_l2
G0247,Routine foot care by a physician of a diabetic patient with diabetic sensory,cms_hcpcs_l2
G0248,"Demonstration, prior to initiation of home inr monitoring, for patient with",cms_hcpcs_l2
G0249,Provision of test materials and equipment for home inr monitoring of patient,cms_hcpcs_l2
G0250,"Physician review, interpretation, and patient management of home inr testing",cms_hcpcs_l2
G0251,"Linear accelerator based stereotactic radiosurgery, delivery including",cms_hcpcs_l2
G0252,"Pet imaging, full and partial-ring pet scanners only, for initial diagnosis of",cms_hcpcs_l2
G0255,"Current perception threshold/sensory nerve conduction test, (snct) per limb,",cms_hcpcs_l2
G0257,Unscheduled or emergency dialysis treatment for an esrd patient in a hospital,cms_hcpcs_l2
G0259,Injection procedure for sacroiliac joint; arthrography,cms_hcpcs_l2
G0260,"Injection procedure for sacroiliac joint; provision of anesthetic, steroid",cms_hcpcs_l2
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of,cms_hcpcs_l2
G0269,"Placement of occlusive device into either a venous or arterial access site,",cms_hcpcs_l2
G0270,Medical nutrition therapy; reassessment and subsequent intervention(s),cms_hcpcs_l2
G0271,"Medical nutrition therapy, reassessment and subsequent intervention(s)",cms_hcpcs_l2
G0276,"Blinded procedure for lumbar stenosis, percutaneous image-guided lumbar",cms_hcpcs_l2
G0277,"Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval",cms_hcpcs_l2
G0278,"Iliac and/or femoral artery angiography, non-selective, bilateral or",cms_hcpcs_l2
G0279,"Diagnostic digital breast tomosynthesis, unilateral or bilateral (list",cms_hcpcs_l2
G0281,"Electrical stimulation, (unattended), to one or more areas, for chronic stage",cms_hcpcs_l2
G0282,"Electrical stimulation, (unattended), to one or more areas, for wound care",cms_hcpcs_l2
G0283,"Electrical stimulation (unattended), to one or more areas for indication(s)",cms_hcpcs_l2
G0288,"Reconstruction, computed tomographic angiography of aorta for surgical planning",cms_hcpcs_l2
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body,",cms_hcpcs_l2
G0293,"Noncovered surgical procedure(s) using conscious sedation, regional, general or",cms_hcpcs_l2
G0294,"Noncovered procedure(s) using either no anesthesia or local anesthesia only, in",cms_hcpcs_l2
G0295,"Electromagnetic therapy, to one or more areas, for wound care other than",cms_hcpcs_l2
G0296,Counseling visit to discuss need for lung cancer screening using low dose ct,cms_hcpcs_l2
G0297,Low dose ct scan (ldct) for lung cancer screening,cms_hcpcs_l2
G0299,Direct skilled nursing services of a registered nurse (rn) in the home health,cms_hcpcs_l2
G0300,Direct skilled nursing services of a licensed practical nurse (lpn) in the home,cms_hcpcs_l2
G0302,"Pre-operative pulmonary surgery services for preparation for lvrs, complete",cms_hcpcs_l2
G0303,"Pre-operative pulmonary surgery services for preparation for lvrs, 10 to 15",cms_hcpcs_l2
G0304,"Pre-operative pulmonary surgery services for preparation for lvrs, 1 to 9 days",cms_hcpcs_l2
G0305,"Post-discharge pulmonary surgery services after lvrs, minimum of 6 days of",cms_hcpcs_l2
G0306,"Complete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and",cms_hcpcs_l2
G0307,"Complete (cbc), automated (hgb, hct, rbc, wbc; without platelet count)",cms_hcpcs_l2
G0308,Creation of subcutaneous pocket with insertion of 180 day implantable,cms_hcpcs_l2
G0309,Removal of implantable interstitial glucose sensor with creation of,cms_hcpcs_l2
G0310,Immunization counseling by a physician or other qualified health care,cms_hcpcs_l2
G0311,Immunization counseling by a physician or other qualified health care,cms_hcpcs_l2
G0312,Immunization counseling by a physician or other qualified health care,cms_hcpcs_l2
G0313,Immunization counseling by a physician or other qualified health care,cms_hcpcs_l2
G0314,Immunization counseling by a physician or other qualified health care,cms_hcpcs_l2
G0315,Immunization counseling by a physician or other qualified health care,cms_hcpcs_l2
G0316,Prolonged hospital inpatient or observation care evaluation and management,cms_hcpcs_l2
G0317,Prolonged nursing facility evaluation and management service(s) beyond,cms_hcpcs_l2
G0318,Prolonged home or residence evaluation and management service(s) beyond the,cms_hcpcs_l2
G0320,Home health services furnished using synchronous telemedicine rendered via a,cms_hcpcs_l2
G0321,Home health services furnished using synchronous telemedicine rendered via,cms_hcpcs_l2
G0322,The collection of physiologic data digitally stored and/or transmitted by the,cms_hcpcs_l2
G0323,"Care management services for behavioral health conditions, at least 20 minutes",cms_hcpcs_l2
G0327,Colorectal cancer screening; blood-based biomarker,cms_hcpcs_l2
G0328,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3",cms_hcpcs_l2
G0329,"Electromagnetic therapy, to one or more areas for chronic stage iii and stage",cms_hcpcs_l2
G0330,Facility services for dental rehabilitation procedure(s) performed on a patient,cms_hcpcs_l2
G0333,Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a,cms_hcpcs_l2
G0337,"Hospice evaluation and counseling services, pre-election",cms_hcpcs_l2
G0339,"Image-guided robotic linear accelerator-based stereotactic radiosurgery,",cms_hcpcs_l2
G0340,"Image-guided robotic linear accelerator-based stereotactic radiosurgery,",cms_hcpcs_l2
G0341,"Percutaneous islet cell transplant, includes portal vein catheterization and",cms_hcpcs_l2
G0342,"Laparoscopy for islet cell transplant, includes portal vein catheterization and",cms_hcpcs_l2
G0343,"Laparotomy for islet cell transplant, includes portal vein catheterization and",cms_hcpcs_l2
G0364,Bone marrow aspiration performed with bone marrow biopsy through the same,cms_hcpcs_l2
G0365,Vessel mapping of vessels for hemodialysis access (services for preoperative,cms_hcpcs_l2
G0372,Physician service required to establish and document the need for a power,cms_hcpcs_l2
G0378,"Hospital observation service, per hour",cms_hcpcs_l2
G0379,Direct admission of patient for hospital observation care,cms_hcpcs_l2
G0380,Level 1 hospital emergency department visit provided in a type b emergency,cms_hcpcs_l2
G0381,Level 2 hospital emergency department visit provided in a type b emergency,cms_hcpcs_l2
G0382,Level 3 hospital emergency department visit provided in a type b emergency,cms_hcpcs_l2
G0383,Level 4 hospital emergency department visit provided in a type b emergency,cms_hcpcs_l2
G0384,Level 5 hospital emergency department visit provided in a type b emergency,cms_hcpcs_l2
G0389,Ultrasound b-scan and/or real time with image documentation; for abdominal,cms_hcpcs_l2
G0390,Trauma response team associated with hospital critical care service,cms_hcpcs_l2
G0396,Alcohol and/or substance (other than tobacco) misuse structured assessment,cms_hcpcs_l2
G0397,Alcohol and/or substance (other than tobacco) misuse structured assessment,cms_hcpcs_l2
G0398,"Home sleep study test (hst) with type ii portable monitor, unattended; minimum",cms_hcpcs_l2
G0399,"Home sleep test (hst) with type iii portable monitor, unattended; minimum of 4",cms_hcpcs_l2
G0400,"Home sleep test (hst) with type iv portable monitor, unattended; minimum of 3",cms_hcpcs_l2
G0402,"Initial preventive physical examination; face-to-face visit, services limited",cms_hcpcs_l2
G0403,"Electrocardiogram, routine ecg with 12 leads; performed as a screening for the",cms_hcpcs_l2
G0404,"Electrocardiogram, routine ecg with 12 leads; tracing only, without",cms_hcpcs_l2
G0405,"Electrocardiogram, routine ecg with 12 leads; interpretation and report only,",cms_hcpcs_l2
G0406,"Follow-up inpatient consultation, limited, physicians typically spend 15",cms_hcpcs_l2
G0407,"Follow-up inpatient consultation, intermediate, physicians typically spend 25",cms_hcpcs_l2
G0408,"Follow-up inpatient consultation, complex, physicians typically spend 35",cms_hcpcs_l2
G0409,"Social work and psychological services, directly relating to and/or furthering",cms_hcpcs_l2
G0410,"Group psychotherapy other than of a multiple-family group, in a partial",cms_hcpcs_l2
G0411,"Interactive group psychotherapy, in a partial hospitalization or intensive",cms_hcpcs_l2
G0412,"Open treatment of iliac spine(s), tuberosity avulsion, or iliac wing",cms_hcpcs_l2
G0413,Percutaneous skeletal fixation of posterior pelvic bone fracture and/or,cms_hcpcs_l2
G0414,Open treatment of anterior pelvic bone fracture and/or dislocation for fracture,cms_hcpcs_l2
G0415,"Open treatment of posterior pelvic bone fracture and/or dislocation, for",cms_hcpcs_l2
G0416,"Surgical pathology, gross and microscopic examinations, for prostate needle",cms_hcpcs_l2
G0417,"Surgical pathology, gross and microscopic examination, for prostate needle",cms_hcpcs_l2
G0418,"Surgical pathology, gross and microscopic examination, for prostate needle",cms_hcpcs_l2
G0419,"Surgical pathology, gross and microscopic examination, for prostate needle",cms_hcpcs_l2
G0420,Face-to-face educational services related to the care of chronic kidney,cms_hcpcs_l2
G0421,Face-to-face educational services related to the care of chronic kidney,cms_hcpcs_l2
G0422,Intensive cardiac rehabilitation; with or without continuous ecg monitoring,cms_hcpcs_l2
G0423,Intensive cardiac rehabilitation; with or without continuous ecg monitoring;,cms_hcpcs_l2
G0424,"Pulmonary rehabilitation, including exercise (includes monitoring), one hour,",cms_hcpcs_l2
G0425,"Telehealth consultation, emergency department or initial inpatient, typically",cms_hcpcs_l2
G0426,"Telehealth consultation, emergency department or initial inpatient, typically",cms_hcpcs_l2
G0427,"Telehealth consultation, emergency department or initial inpatient, typically",cms_hcpcs_l2
G0428,"Collagen meniscus implant procedure for filling meniscal defects (e.g., cmi,",cms_hcpcs_l2
G0429,Dermal filler injection(s) for the treatment of facial lipodystrophy syndrome,cms_hcpcs_l2
G0431,"Drug screen, qualitative; multiple drug classes by high complexity test method",cms_hcpcs_l2
G0432,"Infectious agent antibody detection by enzyme immunoassay (eia) technique,",cms_hcpcs_l2
G0433,Infectious agent antibody detection by enzyme-linked immunosorbent assay,cms_hcpcs_l2
G0434,"Drug screen, other than chromatographic; any number of drug classes, by clia",cms_hcpcs_l2
G0435,"Infectious agent antibody detection by rapid antibody test, hiv-1 and/or hiv-2,",cms_hcpcs_l2
G0436,Smoking and tobacco cessation counseling visit for the asymptomatic patient;,cms_hcpcs_l2
G0437,Smoking and tobacco cessation counseling visit for the asymptomatic patient;,cms_hcpcs_l2
G0438,Annual wellness visit; includes a personalized prevention plan of service,cms_hcpcs_l2
G0439,"Annual wellness visit, includes a personalized prevention plan of service",cms_hcpcs_l2
G0442,"Annual alcohol misuse screening, 5 to 15 minutes",cms_hcpcs_l2
G0443,"Brief face-to-face behavioral counseling for alcohol misuse, 15 minutes",cms_hcpcs_l2
G0444,"Annual depression screening, 5 to 15 minutes",cms_hcpcs_l2
G0445,High intensity behavioral counseling to prevent sexually transmitted infection;,cms_hcpcs_l2
G0446,"Annual, face-to-face intensive behavioral therapy for cardiovascular disease,",cms_hcpcs_l2
G0447,"Face-to-face behavioral counseling for obesity, 15 minutes",cms_hcpcs_l2
G0448,Insertion or replacement of a permanent pacing cardioverter-defibrillator,cms_hcpcs_l2
G0451,"Development testing, with interpretation and report, per standardized",cms_hcpcs_l2
G0452,Molecular pathology procedure; physician interpretation and report,cms_hcpcs_l2
G0453,"Continuous intraoperative neurophysiology monitoring, from outside the",cms_hcpcs_l2
G0454,Physician documentation of face-to-face visit for durable medical equipment,cms_hcpcs_l2
G0455,"Preparation with instillation of fecal microbiota by any method, including",cms_hcpcs_l2
G0456,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection)",cms_hcpcs_l2
G0457,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection)",cms_hcpcs_l2
G0458,"Low dose rate (ldr) prostate brachytherapy services, composite rate",cms_hcpcs_l2
G0459,"Inpatient telehealth pharmacologic management, including prescription, use, and",cms_hcpcs_l2
G0460,Autologous platelet rich plasma or other blood-derived product for non-diabetic,cms_hcpcs_l2
G0461,"Immunohistochemistry or immunocytochemistry, per specimen; first single or",cms_hcpcs_l2
G0462,"Immunohistochemistry or immunocytochemistry, per specimen; each additional",cms_hcpcs_l2
G0463,Hospital outpatient clinic visit for assessment and management of a patient,cms_hcpcs_l2
G0464,"Colorectal cancer screening; stool-based dna and fecal occult hemoglobin (e.g.,",cms_hcpcs_l2
G0465,Autologous platelet rich plasma (prp) or other blood-derived product for,cms_hcpcs_l2
G0466,"Federally qualified health center (fqhc) visit, new patient; a",cms_hcpcs_l2
G0467,"Federally qualified health center (fqhc) visit, established patient; a",cms_hcpcs_l2
G0468,"Federally qualified health center (fqhc) visit, ippe or awv; a fqhc visit that",cms_hcpcs_l2
G0469,"Federally qualified health center (fqhc) visit, mental health, new patient; a",cms_hcpcs_l2
G0470,"Federally qualified health center (fqhc) visit, mental health, established",cms_hcpcs_l2
G0471,Collection of venous blood by venipuncture or urine sample by catheterization,cms_hcpcs_l2
G0472,"Hepatitis c antibody screening, for individual at high risk and other covered",cms_hcpcs_l2
G0473,"Face-to-face behavioral counseling for obesity, group (2-10), 30 minutes",cms_hcpcs_l2
G0475,"Hiv antigen/antibody, combination assay, screening",cms_hcpcs_l2
G0476,Infectious agent detection by nucleic acid (dna or rna); human papillomavirus,cms_hcpcs_l2
G0477,"Drug test(s), presumptive, any number of drug classes; any number of devices or",cms_hcpcs_l2
G0478,"Drug test(s), presumptive, any number of drug classes; any number of devices or",cms_hcpcs_l2
G0479,"Drug test(s), presumptive, any number of drug classes; any number of devices or",cms_hcpcs_l2
G0480,"Drug test(s), definitive, utilizing (1) drug identification methods able to",cms_hcpcs_l2
G0481,"Drug test(s), definitive, utilizing (1) drug identification methods able to",cms_hcpcs_l2
G0482,"Drug test(s), definitive, utilizing (1) drug identification methods able to",cms_hcpcs_l2
G0483,"Drug test(s), definitive, utilizing (1) drug identification methods able to",cms_hcpcs_l2
G0490,Face-to-face home health nursing visit by a rural health clinic (rhc) or,cms_hcpcs_l2
G0491,Dialysis procedure at a medicare certified esrd facility for acute kidney,cms_hcpcs_l2
G0492,Dialysis procedure with single evaluation by a physician or other qualified,cms_hcpcs_l2
G0493,Skilled services of a registered nurse (rn) for the observation and assessment,cms_hcpcs_l2
G0494,Skilled services of a licensed practical nurse (lpn) for the observation and,cms_hcpcs_l2
G0495,"Skilled services of a registered nurse (rn), in the training and/or education",cms_hcpcs_l2
G0496,"Skilled services of a licensed practical nurse (lpn), in the training and/or",cms_hcpcs_l2
G0498,"Chemotherapy administration, intravenous infusion technique; initiation of",cms_hcpcs_l2
G0499,"Hepatitis b screening in non-pregnant, high risk individual includes hepatitis",cms_hcpcs_l2
G0500,Moderate sedation services provided by the same physician or other qualified,cms_hcpcs_l2
G0501,Resource-intensive services for patients for whom the use of specialized,cms_hcpcs_l2
G0502,"Initial psychiatric collaborative care management, first 70 minutes in the",cms_hcpcs_l2
G0503,"Subsequent psychiatric collaborative care management, first 60 minutes in a",cms_hcpcs_l2
G0504,"Initial or subsequent psychiatric collaborative care management, each",cms_hcpcs_l2
G0505,Cognition and functional assessment using standardized instruments with,cms_hcpcs_l2
G0506,Comprehensive assessment of and care planning for patients requiring chronic,cms_hcpcs_l2
G0507,"Care management services for behavioral health conditions, at least 20 minutes",cms_hcpcs_l2
G0508,"Telehealth consultation, critical care, initial , physicians typically spend 60",cms_hcpcs_l2
G0509,"Telehealth consultation, critical care, subsequent, physicians typically spend",cms_hcpcs_l2
G0511,"Rural health clinic or federally qualified health center (rhc or fqhc) only,",cms_hcpcs_l2
G0512,"Rural health clinic or federally qualified health center (rhc/fqhc) only,",cms_hcpcs_l2
G0513,Prolonged preventive service(s) (beyond the typical service time of the primary,cms_hcpcs_l2
